"Opportunity Name","Revenue Type","DT Order ID","Amount After Discount","Renewal Amount this Year","Total Invoice Amount","Close Date","Opportunity Owner","License Ordered"
"W518937 REN 5/31/2021 System4 BBT Electronics - Retail","CRR Retail Renewal","W518937","1125.00","445.00","1125.00","5/31/2021","Tara Ubbens","Retail - ESEE"
"REN 5/29/2021 Petrosoft  - Retail via ComponentSource","CRR Retail Renewal","C493637","450.00","450.00","450.00","5/31/2021","Tara Ubbens","Retail - ESEE"
"W516814 REN 5/27/2021 Element Industrial Solutions Inc. - Retail","CRR Retail Renewal","W516814","445.00","445.00","445.00","5/4/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Tokio Marine Technologies - Retail","CRR Retail Renewal","C492044","222.50","222.50","222.50","5/4/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Country Intelligence Group - Retail","CRR Retail Renewal","S516882","445.00","445.00","445.00","5/5/2021","Tara Ubbens","Retail - Other"
"REN 7/14/2021 Paul Y. Engineering Group - Retail","CRR Retail Renewal","C492075","147.50","147.50","147.50","5/6/2021","Tara Ubbens","Retail - Other"
"REN 5/27/2021 CleanSpark Inc - Retail","CRR Retail Renewal","S516972","445.00","445.00","445.00","5/6/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Streambase Gmbh - Retail via ComponentSource","CRR Retail Renewal","C492242","445.00","445.00","445.00","5/6/2021","Tara Ubbens","Retail - Other"
"REN 6/21/2021 Navistar - Retail","CRR Retail Renewal","S516954","422.75","422.75","422.75","5/6/2021","Tara Ubbens","Retail - Other"
"W516933 REN 5/14/2021 masadit - Retail","CRR Retail Renewal","W516933","445.00","445.00","445.00","5/6/2021","Tara Ubbens","Retail - Other"
"REN 7/14/2021 Corbion - Retail","CRR Retail Renewal","S517250","445.00","445.00","445.00","5/7/2021","Tara Ubbens","Retail - Other"
"REN 5/5/2021 Bentley Systems, Inc. - Retail","CRR Retail Renewal","S517221","445.00","445.00","445.00","5/7/2021","Tara Ubbens","Retail - Other"
"REN 7/16/2021 OMRON Corporation - Retail via ComponentSource","CRR Retail Renewal","C492294","222.50","222.50","222.50","5/7/2021","Tara Ubbens","Retail - Other"
"REN 7/23/2021  MSIG - Mitsui Sumitomo Insurance Co., Ltd - Hong Kong - Retail","CRR Retail Renewal","S517231","445.00","445.00","445.00","5/7/2021","Tara Ubbens","Retail - Other"
"REN 5/4/2021 Apotek 1 - Retail","CRR Retail Renewal","S517303","890.00","890.00","890.00","5/10/2021","Tara Ubbens","Retail - Other"
"REN 5/9/2021 fxSugata - Retail","CRR Retail Renewal","S517328","295.00","295.00","295.00","5/11/2021","Tara Ubbens","Retail - Other"
"REN 5/27/2021 GEHA - Government Employees Health Association, Inc - Retail","CRR Retail Renewal","S518767","445.00","445.00","445.00","5/11/2021","Tara Ubbens","Retail - Other"
"W517376 REN 5/15/2021 Winoffice AG - Retail","CRR Retail Renewal","W517376","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"REN 5/8/2021 Snapworx  - Retail","CRR Retail Renewal","S517410","890.00","890.00","890.00","5/12/2021","Tara Ubbens","Retail - Other"
"REN 8/1/2021 Wanbishi Archives Co Ltd  - Retail via ComponentSource","CRR Retail Renewal","C492645","667.50","667.50","667.50","5/12/2021","Tara Ubbens","Retail - Other"
"REN 5/9/2021 Go Lub Capital  - Retail","CRR Retail Renewal","S517412","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Enterprise Mobile Solutions - Retail","CRR Retail Renewal","S517411","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"W517420 REN 6/5/2021 Sanderling Renal Services LLC - Retail","CRR Retail Renewal","W517420","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"W517379 Waning Software - Single Developer Pack - Live Chat","CRR Retail Renewal","W517379","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"REN 5/3/2021 Conomic GmbH - Retail","CRR Retail Renewal","S517409","445.00","445.00","445.00","5/12/2021","Tara Ubbens","Retail - Other"
"REN 6/3/2021 BGS - Boston Government Services - Retail","CRR Retail Renewal","S517499","890.00","890.00","890.00","5/12/2021","Tara Ubbens","Retail - Other"
"W517464 REN 11/12/2021 Safe Health (Nz) Limited - Retail","CRR Retail Renewal","W517464","445.00","445.00","445.00","5/13/2021","Tara Ubbens","Retail - Other"
"REN 5/18/2021 Puget Sound Energy via SHI- Retail Pack","CRR Retail Renewal","S517485","1995.00","1995.00","1995.00","5/13/2021","Tara Ubbens","Retail - Other"
"REN 4/13/2021 Lawson Products - Retail","CRR Retail Renewal","S518794","445.00","445.00","445.00","5/13/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Eighth Judicial District Court - Retail","CRR Retail Renewal","S517506","445.00","445.00","445.00","5/13/2021","Tara Ubbens","Retail - Other"
"W517592 REN 5/16/2021 HLRBO - Retail","CRR Retail Renewal","W517592","445.00","445.00","445.00","5/14/2021","Tara Ubbens","Retail - Other"
"REN 2/15/2022 MES Inc - Retail","CRR Retail Renewal","S517719","445.00","445.00","445.00","5/17/2021","Tara Ubbens","Retail - Other"
"REN 4/29/2021 Nu-Calgon - Retail","CRR Retail Renewal","S517903","445.00","445.00","445.00","5/17/2021","Tara Ubbens","Retail - Other"
"W517845 REN 5/22/2021 New Fashion Park - Retail","CRR Retail Renewal","W517845","445.00","445.00","445.00","5/18/2021","Tara Ubbens","Retail - Other"
"REN 5/27/2021 Local Government Corporation - Retail","CRR Retail Renewal","S518011","445.00","445.00","445.00","5/18/2021","Tara Ubbens","Retail - Other"
"W517820 REN 5/1/2021 Prometeia - Retail","CRR Retail Renewal","W517820","445.00","445.00","445.00","5/18/2021","Tara Ubbens","Retail - Other"
"W517805 REN 6/2/2021 Logos srl - Retail","CRR Retail Renewal","W517805","1335.00","1335.00","1335.00","5/18/2021","Tara Ubbens","Retail - Other"
"REN 5/21/2021 Manufast - Retail","CRR Retail Renewal","S517905","1335.00","1335.00","1335.00","5/18/2021","Tara Ubbens","Retail - Other"
"W517920 REN 5/20/2021 Minnovare - Retail","CRR Retail Renewal","W517920","445.00","445.00","445.00","5/18/2021","Tara Ubbens","Retail - Other"
"REN 4/24/2021 Absysco Sp. z o.o. - Retail","CRR Retail Renewal","S518029","445.00","445.00","445.00","5/19/2021","Tara Ubbens","Retail - Other"
"REN 7/14/2021 Chesapeake Energy Corporation - Retail","CRR Retail Renewal","S518370","422.75","422.75","422.75","5/19/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Sansys Solutions AG - Retail","CRR Retail Renewal","S518028","445.00","445.00","445.00","5/19/2021","Tara Ubbens","Retail - Other"
"W518031 REN 5/30/2021 FlexSystem Limited - Retail","CRR Retail Renewal","W518031","445.00","445.00","445.00","5/19/2021","Tara Ubbens","Retail - Other"
"W518069 REN 5/15/2021 S&I Ltd - Retail","CRR Retail Renewal","W518069","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"REN 5/22/2021 Advise Media Consulting GmbH - Retail","CRR Retail Renewal","S518118","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"REN 5/9/2021 Mustad Autoline  - Retail","CRR Retail Renewal","S518102","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"W518055 REN 5/27/2021 The Danish Parliament - Retail","CRR Retail Renewal","W518055","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"REN 5/24/2021 Vivaticket Spa- Retail","CRR Retail Renewal","S518124","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"REN 8/11/2021 SP DATA GmbH & Co. KG - Retail via ComponentSource","CRR Retail Renewal","C493113","292.50","292.50","292.50","5/20/2021","Tara Ubbens","Retail - Other"
"REN 5/5/2021 Watermark Insurance Services - Retail","CRR Retail Renewal","S518105","445.00","445.00","445.00","5/20/2021","Tara Ubbens","Retail - Other"
"REN 6/7/2021 The First American Financial Corporation - Retail","CRR Retail Renewal","S518338","2670.00","2670.00","2670.00","5/21/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Eventective - Retail","CRR Retail Renewal","S518334","445.00","445.00","445.00","5/21/2021","Tara Ubbens","Retail - Other"
"REN 6/3/2021 Foxconn Technology Group - Retail","CRR Retail Renewal","S518208","445.00","445.00","445.00","5/21/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Siteco Informatica s.r.l - Retail","CRR Retail Renewal","S518210","445.00","445.00","445.00","5/21/2021","Tara Ubbens","Retail - Other"
"REN 5/15/2021 Home Business Inc - Retail","CRR Retail Renewal","S518418","445.00","445.00","445.00","5/24/2021","Tara Ubbens","Retail - Other"
"W518327 REN 4/29/2021 Mineware Consulting - Retail","CRR Retail Renewal","W518327","445.00","445.00","445.00","5/24/2021","Tara Ubbens","Retail - Other"
"REN 6/18/2021 Uncharted Infolabs Private Limited - Retail","CRR Retail Renewal","S518417","295.00","295.00","295.00","5/24/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Quintessence Business Solutions & Services - Retail","CRR Retail Renewal","S518374","445.00","445.00","445.00","5/24/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 i-soft GmbH - Retail","CRR Retail Renewal","S518416","585.00","585.00","585.00","5/24/2021","Tara Ubbens","Retail - Other"
"REN 5/31/2021 HOPPEL software - Retail","CRR Retail Renewal","S518415","445.00","445.00","445.00","5/24/2021","Tara Ubbens","Retail - Other"
"REN 5/2/2021 Empowered IT Solutions - Retail","CRR Retail Renewal","S518492","890.00","890.00","890.00","5/25/2021","Tara Ubbens","Retail - Other"
"RENAPI - 6/27/2021 - Scottish Parliament","CRR Retail Renewal","S518460","890.00","890.00","890.00","5/25/2021","Tara Ubbens","Retail - Other"
"REN 7/16/2021 Instech Solutions - Retail","CRR Retail Renewal","S518499","445.00","445.00","445.00","5/25/2021","Tara Ubbens","Retail - Other"
"REN 6/6/2021 BoldBrick s.r.o. - Retail","CRR Retail Renewal","S518560","445.00","445.00","445.00","5/25/2021","Tara Ubbens","Retail - Other"
"REN 5/3/2021 Azqore - Retail","CRR Retail Renewal","S518490","1335.00","1335.00","1335.00","5/25/2021","Tara Ubbens","Retail - Other"
"W518446 REN 6/5/2021 Source.kitchen GmbH - Retail","CRR Retail Renewal","W518446","295.00","295.00","295.00","5/25/2021","Tara Ubbens","Retail - Other"
"REN 5/31/2021 Karnov Group Norway - Retail","CRR Retail Renewal","S518559","890.00","890.00","890.00","5/25/2021","Tara Ubbens","Retail - Other"
"W518459 REN 6/2/2021 SalesSphere - Retail","CRR Retail Renewal","W518459","445.00","445.00","445.00","5/25/2021","Tara Ubbens","Retail - Other"
"REN 6/4/2021 Saop d.o.o - Retail","CRR Retail Renewal","S518568","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 6/16/2021 University of the Aegean - Retail","CRR Retail Renewal","S518557","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 5/16/2021 WurkNow LLC - Retail","CRR Retail Renewal","S518562","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 5/23/2021 Krown Status LLC - Retail","CRR Retail Renewal","S518573","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"W518603 REN 6/12/2021 Quantifeed - Retail","CRR Retail Renewal","W518603","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 5/12/2021 Learnsoft Technology Group - Retail","CRR Retail Renewal","S518585","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 6/23/2021 CIMA LLC - Retail","CRR Retail Renewal","S518564","445.00","445.00","445.00","5/26/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 BMO Capital Markets - Retail","CRR Retail Renewal","S518698","445.00","445.00","445.00","5/27/2021","Tara Ubbens","Retail - Other"
"RENAPI - 6/10/2021 - Think project! GmbH","CRR Retail Renewal","S518701","2670.00","2670.00","2670.00","5/27/2021","Tara Ubbens","Retail - Other"
"REN 6/4/2021 Area TecLab - Retail","CRR Retail Renewal","S518695","295.00","295.00","295.00","5/27/2021","Tara Ubbens","Retail - Other"
"REN 5/31/2021 ECHO d.o.o. - Retail","CRR Retail Renewal","S518700","445.00","445.00","445.00","5/27/2021","Tara Ubbens","Retail - Other"
"REN 5/12/2021 CS-VUE - Retail","CRR Retail Renewal","S518703","445.00","445.00","445.00","5/27/2021","Tara Ubbens","Retail - Other"
"REN 6/18/2021 SunBase Software B.V. - Retail","CRR Retail Renewal","S518729","445.00","445.00","445.00","5/27/2021","Tara Ubbens","Retail - Other"
"W518681 REN 6/6/2021 Avishtech, LLC - Retail","CRR Retail Renewal","W518681","445.00","445.00","445.00","5/27/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 CAMLOG Biotechnologies GmbH - Retail","CRR Retail Renewal","S518815","445.00","445.00","445.00","5/28/2021","Tara Ubbens","Retail - Other"
"W518735 REN 5/28/2021 Oktotech - Retail","CRR Retail Renewal","W518735","295.00","295.00","295.00","5/28/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 CAMLOG Biotechnologies GmbH - Retail","CRR Retail Renewal","S518810","445.00","445.00","445.00","5/28/2021","Tara Ubbens","Retail - Other"
"W518715 REN 5/30/2021 Bern University of Applied Sciences - Retail","CRR Retail Renewal","W518715","445.00","445.00","445.00","5/28/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Deloitte - Retail","CRR Retail Renewal","S518883","1268.25","1268.25","1268.25","5/28/2021","Tara Ubbens","Retail - Other"
"W518974 REN 7/4/2021 Lifecycle Consulting Ltd - Retail","CRR Retail Renewal","W518974","445.00","445.00","445.00","5/31/2021","Tara Ubbens","Retail - Other"
"W518959 REN 6/13/2021 Catalyst Consulting Corporation - Retail","CRR Retail Renewal","W518959","445.00","445.00","445.00","5/31/2021","Tara Ubbens","Retail - Other"
"REN 5/15/2021 Bundesrechenzentrum GmbH (BRZ) - Retail","CRR Retail Renewal","S519001","445.00","445.00","445.00","5/31/2021","Tara Ubbens","Retail - Other"
"W518934 REN 6/12/2021 EBLA Computer Consultancy - Retail","CRR Retail Renewal","W518934","445.00","445.00","445.00","5/31/2021","Tara Ubbens","Retail - Other"
