"Opportunity Name","Revenue Type","DT Order ID","Amount After Discount","Renewal Amount this Year","Total Invoice Amount","Close Date","Opportunity Owner","License Ordered"
"REN 6/17/2021 Andreani Grupo Logístico - Retail Pack","CRR Retail Renewal","S521245","1995.00","1995.00","1995.00","6/29/2021","Tara Ubbens","Retail - ESEE"
"REN 5/7/2021 NSW Health - Retail","CRR Retail Renewal","S519058","890.00","890.00","890.00","6/1/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 SK Planet - Retail","CRR Retail Renewal","S519067","445.00","445.00","445.00","6/1/2021","Tara Ubbens","Retail - Other"
"W519079 REN 6/10/2021 Professional Hospitality - Retail","CRR Retail Renewal","W519079","445.00","445.00","445.00","6/1/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Rivial Data Security - Retail","CRR Retail Renewal","S519068","890.00","890.00","890.00","6/1/2021","Tara Ubbens","Retail - Other"
"REN 6/27/2021 Sydel Corporation - Retail","CRR Retail Renewal","S519142","445.00","445.00","445.00","6/2/2021","Tara Ubbens","Retail - Other"
"REN 5/6/2021 Rio Tinto Alcan - Retail","CRR Retail Renewal","S519206","1335.00","1335.00","1335.00","6/3/2021","Tara Ubbens","Retail - Other"
"REN 5/5/2021 Medical University of South Carolina - Retail","CRR Retail Renewal","S519208","445.00","445.00","445.00","6/3/2021","Tara Ubbens","Retail - Other"
"W519168 REN 6/16/2021 Select Legal Systems Limited - Retail","CRR Retail Renewal","W519168","445.00","445.00","445.00","6/3/2021","Tara Ubbens","Retail - Other"
"REN 6/2/2021 TeamGenius Systems Inc. - Retail","CRR Retail Renewal","S519202","445.00","445.00","445.00","6/3/2021","Tara Ubbens","Retail - Other"
"REN 7/9/2021 Visma Software International AS - Retail","CRR Retail Renewal","S519266","445.00","445.00","445.00","6/3/2021","Tara Ubbens","Retail - Other"
"REN 5/20/2021 Holchem Laboratories Limited - Retail","CRR Retail Renewal","S519198","890.00","890.00","890.00","6/3/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Cities Digital - Retail","CRR Retail Renewal","S519419","890.00","890.00","890.00","6/4/2021","Tara Ubbens","Retail - Other"
"REN 6/3/2021 Nielsen Media Research - Retail","CRR Retail Renewal","S519277","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"W519257 REN 5/5/2021 Nilörngruppen AB - Retail","CRR Retail Renewal","W519257","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"W519260 REN 5/30/2021 Manovo Software GmbH - Retail","CRR Retail Renewal","W519260","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"W519256 REN 6/26/2021 MSI-ACI Europe BV - Retail","CRR Retail Renewal","W519256","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"REN 6/27/2021 MedForge LLC - Retail","CRR Retail Renewal","S519429","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"REN 6/24/2021 The Cosmos 21+ Group - Retail","CRR Retail Renewal","S519435","445.00","445.00","445.00","6/7/2021","Tara Ubbens","Retail - Other"
"W519427 REN 6/26/2021 Arikkan, Inc - Retail","CRR Retail Renewal","W519427","585.00","585.00","585.00","6/7/2021","Tara Ubbens","Retail - Other"
"W519529 REN 7/16/2021 Chevra Hatzalah Volunteer Ambulance Corps, Inc. - Retail","CRR Retail Renewal","W519529","445.00","445.00","445.00","6/8/2021","Tara Ubbens","Retail - Other"
"W519514 REN 6/15/2021 H2Safety Services Inc - Retail","CRR Retail Renewal","W519514","445.00","445.00","445.00","6/8/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Canada Hitech - Retail","CRR Retail Renewal","S519614","445.00","445.00","445.00","6/8/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Objectis - Retail","CRR Retail Renewal","S519281","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"W519247 REN 6/6/2021 Atlantic - Retail","CRR Retail Renewal","W519247","445.00","445.00","445.00","6/4/2021","Tara Ubbens","Retail - Other"
"REN 5/28/2021 Objectis - Retail","CRR Retail Renewal","S519423","445.00","445.00","445.00","6/7/2021","Tara Ubbens","Retail - Other"
"W519489 REN 6/9/2021 Computer Wholesalers Inc. - Retail","CRR Retail Renewal","W519489","445.00","445.00","445.00","6/8/2021","Tara Ubbens","Retail - Other"
"W519491 REN 6/16/2021 EUROVIA Services GmbH - Retail","CRR Retail Renewal","W519491","445.00","445.00","445.00","6/8/2021","Tara Ubbens","Retail - Other"
"W519625 REN 6/11/2021 Industrial Supply Solutions, Inc - Retail","CRR Retail Renewal","W519625","445.00","445.00","476.15","6/9/2021","Tara Ubbens","Retail - Other"
"W519724 REN 7/16/2021 Syncbak - Retail","CRR Retail Renewal","W519724","445.00","445.00","445.00","6/10/2021","Tara Ubbens","Retail - Other"
"W519690 REN 6/23/2021 Eoscop AG - Retail","CRR Retail Renewal","W519690","445.00","445.00","445.00","6/10/2021","Tara Ubbens","Retail - Other"
"W519654 REN 6/13/2021 b3-soft.org - Retail","CRR Retail Renewal","W519654","445.00","445.00","445.00","6/10/2021","Tara Ubbens","Retail - Other"
"REN 7/11/2021 Infomagnus - Retail","CRR Retail Renewal","S519782","445.00","445.00","445.00","6/11/2021","Tara Ubbens","Retail - Other"
"REN 6/8/2021 Philadelphia Gear  - Retail","CRR Retail Renewal","S519922","445.00","445.00","445.00","6/11/2021","Tara Ubbens","Retail - Other"
"REN 6/19/2021 RDB & Open Systems - Retail","CRR Retail Renewal","S520265","445.00","445.00","445.00","6/11/2021","Tara Ubbens","Retail - Other"
"REN 7/8/2021 Ansync Labs - Retail","CRR Retail Renewal","S519923","295.00","295.00","295.00","6/11/2021","Tara Ubbens","Retail - Other"
"W519949 REN 7/1/2021 Ag Growth International - Retail","CRR Retail Renewal","W519949","445.00","445.00","445.00","6/14/2021","Tara Ubbens","Retail - Other"
"REN 6/1/2021 Infineon Technologies via SoftwareOne - Retail","CRR Retail Renewal","S520026","422.75","422.75","422.75","6/15/2021","Tara Ubbens","Retail - Other"
"W520021 REN 6/11/2021 Vox Financial Partners Inc - Retail","CRR Retail Renewal","W520021","445.00","445.00","445.00","6/15/2021","Tara Ubbens","Retail - Other"
"W520150 REN 6/9/2021 Southern Software - Retail","CRR Retail Renewal","W520150","445.00","445.00","476.15","6/15/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 Vichara Technologies - Retail","CRR Retail Renewal","S520215","1335.00","1335.00","1335.00","6/16/2021","Tara Ubbens","Retail - Other"
"W520173 RENAPI - 6/18/2021 - PaySimple","CRR Retail Renewal","W520173","445.00","445.00","445.00","6/16/2021","Tara Ubbens","Retail - Other"
"REN 8/7/2021 Houm Technology Singapore Pte. Ltd. - Retail","CRR Retail Renewal","S520252","445.00","445.00","445.00","6/16/2021","Tara Ubbens","Retail - Other"
"W520107 REN 6/18/2021 Excellence Nesua/ KSM Israeli - Retail","CRR Retail Renewal","W520107","445.00","445.00","445.00","6/16/2021","Tara Ubbens","Retail - Other"
"W520148 REN 7/8/2021 MPF Federal - Retail","CRR Retail Renewal","W520148","445.00","445.00","445.00","6/16/2021","Tara Ubbens","Retail - Other"
"W520229 REN 6/9/2021 Vertical Bridge Holdings LLC - Retail","CRR Retail Renewal","W520229","445.00","445.00","445.00","6/17/2021","Tara Ubbens","Retail - Other"
"REN 6/3/2022 Abis Krakow via Component Source- Retail","CRR Retail Renewal","C493365","222.50","222.50","222.50","6/17/2021","Tara Ubbens","Retail - Other"
"W520206 REN 6/9/2021 Cégep de Rimouski - Retail","CRR Retail Renewal","W520206","445.00","445.00","445.00","6/17/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Servants, Inc. - Retail","CRR Retail Renewal","S520319","445.00","445.00","445.00","6/17/2021","Tara Ubbens","Retail - Other"
"REN 7/31/2021 FlatFrog Laboratories AB - Retail","CRR Retail Renewal","S520513","890.00","890.00","890.00","6/17/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Servants, Inc. - Retail","CRR Retail Renewal","S520296","445.00","445.00","445.00","6/17/2021","Tara Ubbens","Retail - Other"
"REN 7/25/2021 Finite - Retail","CRR Retail Renewal","S520524","295.00","295.00","295.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 7/17/2021 QueBIT - Retail","CRR Retail Renewal","S521479","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 7/12/2021 AgentLocator Inc.  - Retail","CRR Retail Renewal","S520345","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 7/2/2021 BWT Ag (Best water Technology) - Retail","CRR Retail Renewal","S520341","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 7/13/2021 IAS Direct - Retail","CRR Retail Renewal","S521481","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 6/11/2021 Netfront - Retail","CRR Retail Renewal","S521430","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 5/21/2021 The Henry M. Jackson Foundation - Retail","CRR Retail Renewal","S520346","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"REN 6/11/2021 TaxSlayer - Retail","CRR Retail Renewal","S520340","445.00","445.00","445.00","6/18/2021","Tara Ubbens","Retail - Other"
"W520478 REN 6/26/2021 kemenkeu - Retail","CRR Retail Renewal","W520478","445.00","445.00","445.00","6/21/2021","Tara Ubbens","Retail - Other"
"REN 6/17/2021 Belgrade Insulations - Retail","CRR Retail Renewal","S520591","445.00","445.00","445.00","6/21/2021","Tara Ubbens","Retail - Other"
"REN 7/2/2021 Russel Metals Inc. - Retail","CRR Retail Renewal","S520552","890.00","890.00","890.00","6/21/2021","Tara Ubbens","Retail - Other"
"REN 7/31/2021 JCI - Johnson Controls, Inc. - Retail via ComponentSource","CRR Retail Renewal","C494978","222.50","222.50","222.50","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/24/2021 Proformation - Retail","CRR Retail Renewal","S520698","445.00","445.00","445.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/25/2021 FBC, Canada’s Farm & Small Business Tax Specialist - Retail","CRR Retail Renewal","S520658","445.00","445.00","445.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 7/9/2021 thirdstream - Retail","CRR Retail Renewal","S521447","445.00","445.00","445.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/20/2021 Newton Connectivity Systems - Retail","CRR Retail Renewal","S520901","890.00","890.00","890.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Toshiba International via Component Source- Retail","CRR Retail Renewal","C494895","222.50","222.50","222.50","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/24/2021 Inseko AS - Retail","CRR Retail Renewal","S521127","1335.00","1335.00","1335.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 6/25/2021 Window World Inc. - Retail","CRR Retail Renewal","S520660","445.00","445.00","476.15","6/22/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Conversion Sports - Retail","CRR Retail Renewal","S520706","295.00","295.00","295.00","6/22/2021","Tara Ubbens","Retail - Other"
"REN 7/10/2021 AR - Automation & Robotics - Retail","CRR Retail Renewal","S520748","445.00","445.00","445.00","6/23/2021","Tara Ubbens","Retail - Other"
"REN 7/29/2021 Universitat de Girona - Retail via ComponentSource","CRR Retail Renewal","C495056","222.50","222.50","222.50","6/23/2021","Tara Ubbens","Retail - Other"
"REN 7/17/2021 Skillsource - Retail","CRR Retail Renewal","S520745","445.00","445.00","445.00","6/23/2021","Tara Ubbens","Retail - Other"
"REN 7/14/2021 J2 Global - Retail","CRR Retail Renewal","S520708","890.00","890.00","890.00","6/23/2021","Tara Ubbens","Retail - Other"
"W520677 REN 6/19/2021 BithiaTec S.r.l - Retail","CRR Retail Renewal","W520677","445.00","445.00","445.00","6/23/2021","Tara Ubbens","Retail - Other"
"W520680 REN 7/1/2021 NAK - Nederlandse Algemene Keuringsdienst - Retail","CRR Retail Renewal","W520680","445.00","445.00","445.00","6/23/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Planus LLC - Retail","CRR Retail Renewal","S520921","445.00","445.00","445.00","6/24/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Quantifi, Inc. - Retail","CRR Retail Renewal","S520904","445.00","445.00","445.00","6/24/2021","Tara Ubbens","Retail - Other"
"REN 7/12/2021 ICreative BV - Retail","CRR Retail Renewal","S521509","445.00","445.00","445.00","6/24/2021","Tara Ubbens","Retail - Other"
"REN 6/27/2021 Tally Solutions via Rabita Software - Retail","CRR Retail Renewal","S520913","445.00","445.00","445.00","6/24/2021","Tara Ubbens","Retail - Other"
"REN 4/11/2022 Every Mundo - Retail","CRR Retail Renewal","S520910","890.00","890.00","890.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 7/8/2021 Progressus Europe AB - Retail","CRR Retail Renewal","S521492","445.00","445.00","445.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 7/6/2021 TotalSoft - Retail","CRR Retail Renewal","S521135","445.00","445.00","445.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 6/29/2021 Radius LLC - Retail","CRR Retail Renewal","S520916","445.00","445.00","445.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 7/19/2021 Alloya - Retail","CRR Retail Renewal","S521480","890.00","890.00","890.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 6/29/2021 OPEC - Organization of the Petroleum Exporting Countries - Retail","CRR Retail Renewal","S521196","890.00","890.00","890.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 6/20/2021 Realized Solutions Inc. - Retail","CRR Retail Renewal","S520908","445.00","445.00","445.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 7/18/2021 Ardex Technology - Retail Pack","CRR Retail Renewal","S521223","1495.00","1495.00","1495.00","6/25/2021","Tara Ubbens","Retail - Other"
"REN 6/5/2021 UnitedHealth Group - Retail","CRR Retail Renewal","S521428","445.00","445.00","445.00","6/25/2021","Tara Ubbens","Retail - Other"
"W521124 REN 7/14/2021 OWL, Inc. - Retail","CRR Retail Renewal","W521124","295.00","295.00","295.00","6/28/2021","Tara Ubbens","Retail - Other"
"W521117 REN 7/16/2021 Consolidated Solutions - Retail","CRR Retail Renewal","W521117","445.00","445.00","445.00","6/28/2021","Tara Ubbens","Retail - Other"
"REN 7/18/2021 CodeTwo Software - Retail","CRR Retail Renewal","S521262","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 7/14/2021 Sepragen - Retail","CRR Retail Renewal","S521268","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 6/28/2021 TriTechnical Systems - Retail","CRR Retail Renewal","S521259","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 6/3/2021 RTM Systems AG - Retail","CRR Retail Renewal","S521267","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 6/16/2021 Isonet AG - Retail","CRR Retail Renewal","S521244","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 6/12/2021 Shiftlink - Retail","CRR Retail Renewal","S521243","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 6/27/2021 Offolio - Retail","CRR Retail Renewal","S521269","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 7/3/2021 Torres Business Process Outsourcing - Retail","CRR Retail Renewal","S521273","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"W521207 REN 6/24/2021 Hugo Muller GmbH & Co KG - Retail","CRR Retail Renewal","W521207","445.00","445.00","445.00","6/29/2021","Tara Ubbens","Retail - Other"
"REN 7/9/2021 Timesphere  - Retail","CRR Retail Renewal","S521336","1335.00","1335.00","1335.00","6/30/2021","Tara Ubbens","Retail - Other"
"W521302 REN 7/16/2021 Ideo B.V. - Retail","CRR Retail Renewal","W521302","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/27/2021 Gemnetics Ltd. - Retail","CRR Retail Renewal","S521503","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/20/2021 Hitachi via Component Source- Retail","CRR Retail Renewal","C495040","222.50","222.50","222.50","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/28/2021 JMT - Johnson, Mirmiran & Thompson - Retail","CRR Retail Renewal","S521345","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/17/2021 Turbo Systems - Retail","CRR Retail Renewal","S521377","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/2/2021 Melono Consulting - Retail","CRR Retail Renewal","S521407","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"W521296 REN 6/13/2021 Romanian Software - Retail","CRR Retail Renewal","W521296","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 6/27/2021 Civica UK Limited - Retail","CRR Retail Renewal","S521400","4895.00","4895.00","4895.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 6/30/2021 Changepoint - Retail","CRR Retail Renewal","S521329","890.00","890.00","890.00","6/30/2021","Tara Ubbens","Retail - Other"
"W521285 REN 7/10/2021 CTS Informatica Srl - Retail","CRR Retail Renewal","W521285","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/1/2021 Oscar Health - Retail","CRR Retail Renewal","S521360","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/4/2021 LMX Apps Inc. - Retail","CRR Retail Renewal","S521432","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"REN 7/9/2021 Montana.gov - Retail","CRR Retail Renewal","S521516","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
"W521089 REN 7/14/2021 Natural Resources Institute Finland (Luke) - Retail","CRR Retail Renewal","W521089","445.00","445.00","445.00","6/28/2021","Tara Ubbens","Retail - Other"
"REN 6/29/2021 Productive Edge - Retail","CRR Retail Renewal","S520170","445.00","445.00","445.00","6/16/2021","Tara Ubbens","Retail - Other"
"REN 7/31/2021 DHCA Montgomery County, MD - Retail","CRR Retail Renewal","S521487","445.00","445.00","445.00","6/30/2021","Tara Ubbens","Retail - Other"
