"Opportunity Name","Revenue Type","DT Order ID","Amount After Discount","Renewal Amount this Year","Total Invoice Amount","Close Date","Opportunity Owner","License Ordered"
"REN 6/15/2021 PNNL Pacific Northwest National Laboratory - Retail Pack","CRR Retail Renewal","S516147","1895.25","1895.25","1895.25","4/22/2021","Tara Ubbens","Retail - ESEE"
"REN 5/31/2021 Proagrica - Retail Pack","CRR Retail Renewal","S515832","1895.00","1895.00","1895.00","4/23/2021","Tara Ubbens","Retail - ESEE"
"W516036 RENAPI - 5/1/2021 - Logic ERP Solutions","CRR Retail Renewal","W516036","1620.00","1620.00","1620.00","4/26/2021","Tara Ubbens","Retail - ESEE"
"REN 4/20/2021DXC Technology (Formerly HP Inc) - Retail Pack","CRR Retail Renewal","S516023","1995.00","1995.00","1995.00","4/26/2021","Tara Ubbens","Retail - ESEE"
"REN 4/18/2021 Lydon Solutions - Retail Pack","CRR Retail Renewal","S516059","1995.00","1995.00","1995.00","4/26/2021","Tara Ubbens","Retail - ESEE"
"REN 5/7/2021 Graf S.p.A. - Retail","CRR Retail Renewal","S516183","900.00","900.00","900.00","4/27/2021","Tara Ubbens","Retail - ESEE"
"RENAPI - 4/1/2021 - Broadridge Financial Solutions","CRR Retail Renewal","S516340","2700.00","2700.00","2700.00","4/28/2021","Tara Ubbens","Retail - ESEE"
"REN 4/24/2021 Delta Electronics - Retail","CRR Retail Renewal","S516544","1440.00","1400.00","1440.00","4/29/2021","Tara Ubbens","Retail - ESEE"
"REN 9/21/2021 Sibelga - Retail Pack","CRR Retail Renewal","S516408","1345.50","1345.50","1345.50","4/29/2021","Tara Ubbens","Retail - ESEE"
"REN 5/15/2021 Roechling Engineering Plastics KG - Retail Pack","CRR Retail Renewal","S516363","1995.00","1995.00","1995.00","4/29/2021","Tara Ubbens","Retail - ESEE"
"REN 4/1/2021  BE YS Health Solutions France- Retail","CRR Retail Renewal","S516404","900.00","900.00","900.00","4/29/2021","Tara Ubbens","Retail - ESEE"
"REN 4/25/2021 Maistering B.V. - Retail","CRR Retail Renewal","S516385","1800.00","1800.00","1800.00","4/29/2021","Tara Ubbens","Retail - ESEE"
"REN 5/1/2021 Element Materials Technology - Retail Pack","CRR Retail Renewal","S516534","1895.25","1895.25","1895.25","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 5/31/2021 Hudson Advisors - Retail Pack","CRR Retail Renewal","S516510","1495.00","1495.00","1495.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 5/27/2021 PNNL Pacific Northwest National Laboratory - Retail Pack","CRR Retail Renewal","S516532","1495.00","1495.00","1495.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 5/27/2021 MCAN Mortgage - Retail","CRR Retail Renewal","S516439","900.00","900.00","900.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 5/15/2021 Gipscomm - Retail","CRR Retail Renewal","S516502","900.00","900.00","900.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 4/26/2021 Rhode Island Public Defender - Retail","CRR Retail Renewal","S516490","900.00","900.00","900.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 5/31/2021 Zayed University - Retail Pack","CRR Retail Renewal","S516519","1995.00","1995.00","1995.00","4/30/2021","Tara Ubbens","Retail - ESEE"
"REN 6/24/2021 MIDAS IT - Retail via ComponentSource","CRR Retail Renewal","C491144","1687.50","1687.50","1687.50","4/20/2021","Tara Ubbens","Retail - ESEE"
"W514157 REN 4/4/2021 McKenna Consultants - Retail","CRR Retail Renewal","W514157","445.00","445.00","445.00","4/1/2021","Tara Ubbens","Retail - Other"
"W514128 REN 4/2/2021 Reality Premedia Services Pvt. Ltd. - Retail","CRR Retail Renewal","W514128","445.00","445.00","445.00","4/1/2021","Tara Ubbens","Retail - Other"
"W514285 REN 8/18/2021 31st Union - Retail","CRR Retail Renewal","W514285","445.00","445.00","445.00","4/2/2021","Tara Ubbens","Retail - Other"
"W514242 REN 4/28/2021 Biptronics - Retail","CRR Retail Renewal","W514242","445.00","445.00","445.00","4/2/2021","Tara Ubbens","Retail - Other"
"W514376 REN 4/6/2021 Raon commerce - Retail","CRR Retail Renewal","W514376","445.00","445.00","445.00","4/4/2021","Tara Ubbens","Retail - Other"
"REN 4/24/2021 Realtrack Systems SL - Retail","CRR Retail Renewal","S514420","445.00","445.00","445.00","4/5/2021","Tara Ubbens","Retail - Other"
"REN 4/23/2021 Stoic Studio - Retail","CRR Retail Renewal","S514430","445.00","445.00","445.00","4/5/2021","Tara Ubbens","Retail - Other"
"REN 3/31/2021 Urner Barry - Retail","CRR Retail Renewal","S514403","445.00","445.00","445.00","4/5/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 Clear Measure( Showorks Cloud) - Retail","CRR Retail Renewal","S514465","445.00","445.00","445.00","4/5/2021","Tara Ubbens","Retail - Other"
"REN 3/18/2021 Nuclear power plant Gösgen-Däniken AG  - Retail","CRR Retail Renewal","S514418","585.00","585.00","585.00","4/5/2021","Tara Ubbens","Retail - Other"
"W514451 REN 4/15/2021 Aventit AG - Retail","CRR Retail Renewal","W514451","445.00","445.00","445.00","4/6/2021","Tara Ubbens","Retail - Other"
"REN 4/5/2021 Bisnode - Retail","CRR Retail Renewal","S514536","445.00","445.00","445.00","4/7/2021","Tara Ubbens","Retail - Other"
"REN 3/27/2021 Tax Model B.V. - Retail","CRR Retail Renewal","S514535","445.00","445.00","445.00","4/7/2021","Tara Ubbens","Retail - Other"
"REN 4/4/2021 ELFO S.r.l. - Retail","CRR Retail Renewal","S514544","445.00","445.00","445.00","4/7/2021","Tara Ubbens","Retail - Other"
"REN 5/29/2021 ActewAGL - Retail","CRR Retail Renewal","S514551","445.00","445.00","445.00","4/7/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 Circuitects Electronic Solutions Pvt Ltd - Retail","CRR Retail Renewal","S514542","295.00","295.00","295.00","4/7/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 LifeScience Media - Retail","CRR Retail Renewal","S514692","445.00","445.00","445.00","4/7/2021","Tara Ubbens","Retail - Other"
"W514612 REN 4/18/2021 EMEL BRATISLAVA - Retail","CRR Retail Renewal","W514612","445.00","445.00","445.00","4/8/2021","Tara Ubbens","Retail - Other"
"REN 3/26/2021 CreaSoft, s.r.o. - Retail","CRR Retail Renewal","S514634","445.00","445.00","445.00","4/8/2021","Tara Ubbens","Retail - Other"
"REN 5/1/2021 Integer Solutions GmbH - Retail","CRR Retail Renewal","S514622","445.00","445.00","445.00","4/8/2021","Tara Ubbens","Retail - Other"
"REN 4/29/2021 Global Atlantic Financial Group - Retail","CRR Retail Renewal","S514627","445.00","445.00","445.00","4/8/2021","Tara Ubbens","Retail - Other"
"REN 4/7/2021 Commerce Promote - Retail","CRR Retail Renewal","S514619","445.00","445.00","445.00","4/8/2021","Tara Ubbens","Retail - Other"
"REN 4/18/2021 Johns Hopkins University Applied Physics Lab - Retail","CRR Retail Renewal","S514863","445.00","445.00","445.00","4/9/2021","Tara Ubbens","Retail - Other"
"REN 4/22/2021 Maersk Training - Retail","CRR Retail Renewal","S514855","445.00","445.00","445.00","4/9/2021","Tara Ubbens","Retail - Other"
"RENAPI - 5/10/2021 - Omnisis Ltd.","CRR Retail Renewal","S514869","1335.00","1335.00","1335.00","4/9/2021","Tara Ubbens","Retail - Other"
"REN 4/1/2021 YuTian Medical Investment Management Co. Ltd - Retail","CRR Retail Renewal","S514860","585.00","585.00","585.00","4/9/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 Enapps Ltd - Retail","CRR Retail Renewal","S514705","445.00","445.00","445.00","4/9/2021","Tara Ubbens","Retail - Other"
"REN 4/18/2021 DataStation - Retail","CRR Retail Renewal","S514889","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"REN 4/16/2021 FotoKnudsen AS - Retail","CRR Retail Renewal","S514974","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"W514827 REN 5/6/2021 Crossvault GMBH - Retail","CRR Retail Renewal","W514827","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"REN 5/27/2021 Alro SA - Retail","CRR Retail Renewal","S514950","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"REN 5/16/2021 Alfa Software SA - Retail","CRR Retail Renewal","S514966","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"REN 5/12/2021 NeoDeck Software - Retail","CRR Retail Renewal","S514961","445.00","445.00","445.00","4/12/2021","Tara Ubbens","Retail - Other"
"W514935 REN 4/16/2021 TerraNIS SAS - Retail","CRR Retail Renewal","W514935","295.00","295.00","295.00","4/13/2021","Tara Ubbens","Retail - Other"
"W514945 REN 3/22/2021 NGC Software - Retail","CRR Retail Renewal","W514945","445.00","445.00","445.00","4/13/2021","Tara Ubbens","Retail - Other"
"RENAPI - 4/30/2021 - GMS Development GmbH","CRR Retail Renewal","S515051","2925.00","2925.00","2925.00","4/13/2021","Tara Ubbens","Retail - Other"
"W514931 REN 4/14/2021 GARPA  - Retail","CRR Retail Renewal","W514931","445.00","445.00","445.00","4/13/2021","Tara Ubbens","Retail - Other"
"REN 5/15/2021 Lawpro - Retail","CRR Retail Renewal","S515057","445.00","445.00","445.00","4/13/2021","Tara Ubbens","Retail - Other"
"REN 5/16/2021 Interserve - Retail","CRR Retail Renewal","S515058","445.00","445.00","445.00","4/13/2021","Tara Ubbens","Retail - Other"
"REN 4/29/2021 All Money Matters Limited - Retail","CRR Retail Renewal","S515033","445.00","445.00","445.00","4/13/2021","Tara Ubbens","Retail - Other"
"REN 5/26/2021 Sinapsi Informatica s.r.l. - Retail","CRR Retail Renewal","S515122","445.00","445.00","445.00","4/14/2021","Tara Ubbens","Retail - Other"
"RENAPI - 3/31/2021 - Univé","CRR Retail Renewal","S515126","445.00","445.00","445.00","4/14/2021","Tara Ubbens","Retail - Other"
"REN 4/10/2021 GGSRA - Golden Gate Sports Referee Association - Retail","CRR Retail Renewal","S516556","445.00","445.00","445.00","4/14/2021","Tara Ubbens","Retail - Other"
"W515133 REN 4/16/2021 CONFIDENCE CENTER Information Logistics AG - Retail","CRR Retail Renewal","W515133","445.00","445.00","445.00","4/15/2021","Tara Ubbens","Retail - Other"
"REN 5/29/2021 Aries Computer Solutions Inc - Retail","CRR Retail Renewal","S515192","445.00","445.00","445.00","4/15/2021","Tara Ubbens","Retail - Other"
"W515160 REN 5/18/2021 Beltone Hearing care - Retail","CRR Retail Renewal","W515160","445.00","445.00","445.00","4/15/2021","Tara Ubbens","Retail - Other"
"REN 4/26/2021 Inatech Infosolutions Pvt Ltd - Retail","CRR Retail Renewal","S515234","890.00","890.00","890.00","4/16/2021","Tara Ubbens","Retail - Other"
"REN 4/10/2021 iTrade.net Limited - Retail","CRR Retail Renewal","S515423","295.00","295.00","295.00","4/16/2021","Tara Ubbens","Retail - Other"
"REN 4/16/2021 Toyota Tsusho Asia Pacific Pte. Ltd. - Retail","CRR Retail Renewal","S515470","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 4/22/2021 Tech Lock Inc - Retail","CRR Retail Renewal","S515627","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 4/7/2021 personal trial use - Retail","CRR Retail Renewal","S516254","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 3/20/2021 Duet Asset Management - Retail","CRR Retail Renewal","S515637","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 4/1/2021 Callipygos Software GmbH - Retail","CRR Retail Renewal","S515447","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Bc Software Integration, Llc - Retail","CRR Retail Renewal","S516037","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"W515408 REN 5/16/2021 HQLabs - Retail","CRR Retail Renewal","W515408","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 4/25/2021 Bass Companies - Retail","CRR Retail Renewal","S515517","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 5/16/2021 Healthdom - Retail","CRR Retail Renewal","S515634","445.00","445.00","445.00","4/19/2021","Tara Ubbens","Retail - Other"
"REN 5/1/2021 MHD tuning - Retail","CRR Retail Renewal","S515667","445.00","445.00","445.00","4/20/2021","Tara Ubbens","Retail - Other"
"REN 4/9/2021 Expandable Software, Inc. - Retail","CRR Retail Renewal","S515611","890.00","890.00","890.00","4/20/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 ANZ - Australia and New Zealand Banking Group Limited - Retail","CRR Retail Renewal","S515563","890.00","890.00","890.00","4/20/2021","Tara Ubbens","Retail - Other"
"W515523 REN 5/18/2021 O2 Centro Wellness S.L - Retail","CRR Retail Renewal","W515523","890.00","890.00","890.00","4/20/2021","Tara Ubbens","Retail - Other"
"REN 4/22/2021 Varex Imaging Corporation - Retail","CRR Retail Renewal","S515771","445.00","445.00","445.00","4/21/2021","Tara Ubbens","Retail - Other"
"W515630 REN 4/2/2021 Vercom SA - Retail","CRR Retail Renewal","W515630","445.00","445.00","445.00","4/21/2021","Tara Ubbens","Retail - Other"
"REN 4/22/2021 Cold Spring Harbor Laboratory - Retail","CRR Retail Renewal","S516453","445.00","445.00","445.00","4/21/2021","Tara Ubbens","Retail - Other"
"REN 4/28/2021 PNN - Retail","CRR Retail Renewal","S515776","445.00","445.00","445.00","4/21/2021","Tara Ubbens","Retail - Other"
"REN 4/29/2021 Lockheed Martin Space Systems Company - Retail","CRR Retail Renewal","S515741","1268.25","1268.25","1268.25","4/21/2021","Tara Ubbens","Retail - Other"
"W515801 REN 4/8/2021 Engineering Innovation, Inc. - Retail","CRR Retail Renewal","W515801","445.00","445.00","445.00","4/22/2021","Tara Ubbens","Retail - Other"
"REN 5/1/2021 Zylpha Ltd - Retail","CRR Retail Renewal","S515883","445.00","445.00","445.00","4/22/2021","Tara Ubbens","Retail - Other"
"REN 4/10/2021 LAR Brazil - Retail","CRR Retail Renewal","S516074","445.00","445.00","445.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 4/23/2021 Freelance - Retail","CRR Contract REN","W515836","445.00","445.00","445.00","4/23/2021","Tara Ubbens","Retail - Other"
"RENAPI - 4/17/2021 - Golden Helix","CRR Retail Renewal","S516076","445.00","445.00","445.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 4/24/2021 Fit Pro Tracker - Retail","CRR Retail Renewal","S516082","445.00","445.00","445.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 5/2/2021 Execview Limited - Retail","CRR Retail Renewal","S516139","445.00","445.00","445.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 4/4/2021 Nordic IT - Retail","CRR Retail Renewal","S516078","890.00","890.00","890.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 5/20/2021 Philomell Software, Inc. - Retail","CRR Retail Renewal","S516094","590.00","590.00","590.00","4/23/2021","Tara Ubbens","Retail - Other"
"REN 5/7/2021 Brock & Scott, PLLC.  - Retail","CRR Retail Renewal","S516170","445.00","445.00","476.15","4/23/2021","Tara Ubbens","Retail - Other"
"W516057 REN 4/27/2021 NET IT - Retail","CRR Retail Renewal","W516057","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/22/2021 DPIS Engineering - Retail","CRR Retail Renewal","S516100","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/5/2021 EffectSoft AB - Retail","CRR Retail Renewal","S516141","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"W516019 REN 5/15/2021 Iperutility Srl - Retail","CRR Retail Renewal","W516019","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/4/2021 Michael Schoner_1053514 - Retail","CRR Retail Renewal","W516014","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"W516065 RENAPI - 4/26/2021 - Liventus","CRR Retail Renewal","W516065","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 3/27/2021 Changzhou Junhe Technology Stock Co., Ltd - Retail","CRR Retail Renewal","S516086","1440.00","1440.00","1440.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/12/2021 Magellan Health - Retail","CRR Retail Renewal","S516142","890.00","890.00","890.00","4/26/2021","Tara Ubbens","Retail - Other"
"W516011 REN 5/27/2021 SEBA Hydrometrie GmbH & Co. KG - Retail","CRR Retail Renewal","W516011","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/16/2021 ISE - Ingénierie Services Environnement - Retail","CRR Retail Renewal","S516096","445.00","445.00","445.00","4/26/2021","Tara Ubbens","Retail - Other"
"REN 5/7/2021 TRS Healthcare - The Right Solutions - Retail","CRR Retail Renewal","S516198","445.00","445.00","445.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 4/13/2021 Notions Marketing Corporation - Retail","CRR Retail Renewal","S516176","1335.00","1335.00","1335.00","4/27/2021","Tara Ubbens","Retail - Other"
"W516192 REN 5/22/2022 DPIS Engineering - Retail","CRR Retail Renewal","W516192","445.00","445.00","445.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 Imonitor Limited - Retail","CRR Retail Renewal","S516256","890.00","890.00","890.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 5/19/2021 Thread Logic LLC - Retail Pack","CRR Retail Renewal","S516285","1495.00","1495.00","1495.00","4/27/2021","Tara Ubbens","Retail - Other"
"W516188 REN 5/8/2021 Justtime ERP - Retail","CRR Retail Renewal","W516188","445.00","445.00","445.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 5/9/2021 Elecosoft - Retail","CRR Retail Renewal","S516144","890.00","890.00","890.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 4/8/2021 Kyocera Document Solutions Development America, Inc. - Retail","CRR Retail Renewal","S516145","1780.00","1780.00","1780.00","4/27/2021","Tara Ubbens","Retail - Other"
"REN 5/9/2021 Central Programs Inc. - Retail","CRR Retail Renewal","S516159","890.00","890.00","890.00","4/27/2021","Tara Ubbens","Retail - Other"
"W516252 RENAPI - 4/30/2021 - DIMENSION 4","CRR Retail Renewal","W516252","890.00","890.00","890.00","4/28/2021","Tara Ubbens","Retail - Other"
"REN 4/3/2021 Federal Department of Foreign Affairs - Retail","CRR Retail Renewal","S516344","890.00","890.00","890.00","4/28/2021","Tara Ubbens","Retail - Other"
"W516282 REN 5/22/2021Zack Mekonen - Retail","CRR Retail Renewal","W516282","295.00","295.00","295.00","4/28/2021","Tara Ubbens","Retail - Other"
"W516304 REN 4/29/2021 Stoiq Solutions  - Retail","CRR Retail Renewal","W516304","445.00","445.00","445.00","4/28/2021","Tara Ubbens","Retail - Other"
"REN 5/15/2021 Gobierno de Canarias  - Retail via ComponentSource","CRR Retail Renewal","C491801","222.50","222.50","222.50","4/28/2021","Tara Ubbens","Retail - Other"
"W516371 REN 4/29/2021 ARRO Consulting - Retail","CRR Retail Renewal","W516371","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/14/2021 Professional Communication Intelligent Network Solutions GmbH - Retail","CRR Retail Renewal","S516410","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"W516354 REN 4/23/2021 UBIWAN - Retail","CRR Retail Renewal","W516354","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 3/31/2021 Rola Security Solutions Gmbh - Retail","CRR Retail Renewal","S516387","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/5/2021 Million and Up - Retail","CRR Retail Renewal","S516440","1335.00","1335.00","1335.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/26/2021 Contingent & Future Technologies Ltd - Retail","CRR Retail Renewal","S516409","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"W516342 REN 5/5/2021 CompuGroup Medical - Retail","CRR Retail Renewal","W516342","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/11/2021 Orange Enterprises, Inc. - Retail","CRR Retail Renewal","S516389","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"W516383 REN 5/13/2021 Govern-Soft Kft - Retail","CRR Retail Renewal","W516383","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 Molsoft LLC - Retail","CRR Retail Renewal","S516400","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"REN 5/25/2021 KKE (KOZO KEIKAKU ENGINEERING Inc) - Retail via ComponentSource","CRR Retail Renewal","C491724","445.00","445.00","445.00","4/29/2021","Tara Ubbens","Retail - Other"
"W516430 REN 4/14/2021 IBTech - Retail","CRR Retail Renewal","W516430","590.00","590.00","590.00","4/30/2021","Tara Ubbens","Retail - Other"
"REN 5/30/2021 Octasic Inc - Retail","CRR Retail Renewal","S516437","445.00","445.00","445.00","4/30/2021","Tara Ubbens","Retail - Other"
"RENAPI - 4/6/2021 - Amadeus North America","","S516511","445.00","445.00","445.00","4/30/2021","Tara Ubbens","Retail - Other"
"REN 4/30/2021 Professional Communication Intelligent Network Solutions GmbH - Retail","CRR Retail Renewal","S516500","445.00","445.00","445.00","4/30/2021","Tara Ubbens","Retail - Other"
