Opportunity Name,Revenue Type,DT Order ID,Amount After Discount,Renewal Amount this Year,Total Invoice Amount,Close Date,Opportunity Owner,License Ordered
REN 7-19-21 Arma B.I. Ltd - Global,CRR No Contract REN,S520809,995,995,995,6/23/2021,Danielle Maynard,Global
REN 7-31-21 Dinnissen B.V.  - Global,CRR No Contract REN,S520911,995,995,995,6/23/2021,Danielle Maynard,Global
REN 7-23-21 quarksUp - Global,CRR Contract REN,S520817,4000,4000,4000,6/23/2021,Danielle Maynard,Global
REN 7-29-21 eCraft Sverige AB - Global,CRR No Contract REN,S521101,3995,3995,3995,6/24/2021,Danielle Maynard,Global
REN 10-1-21 FDOT-Florida Department of Transportation via SHI- Global,CRR Contract REN,S521403,5695.25,5695.25,5695.25,6/30/2021,Danielle Maynard,Global
REN 5-31-21 Russ Gonring - Global,CRR Contract REN,S521356,2200,2200,2200,6/30/2021,Danielle Maynard,Global
REN 7-1-21 Unlimit-it - Global,CRR No Contract REN,S521333,2000,2000,2000,6/30/2021,Danielle Maynard,Global
REN 7-7-21 JARDINE LLOYD THOMPSON GROUP PLC - Global,CRR Contract REN,S521397,12000,12000,12000,6/30/2021,Danielle Maynard,Global
REN 7-17-21 Quantitech - Global,CRR Contract REN,S521354,4800,4800,4800,6/30/2021,Danielle Maynard,Global
REN 2-28-21 PIKE Enterprises  -  Global-Renewal Split,Maintenance REN Split,S506972,1050,,3210,1/6/2021,Rina Tann,Global
REN 2-20-21 Black Hills Federal Credit Union - Global - Renewal Split,Maintenance REN Split,S507046,803.25,,2295,1/7/2021,Rina Tann,Global
REN 3-5-21 Agência Estado - Global - Renewal Split,Maintenance REN Split,S507045,7700,,22000,1/8/2021,Rina Tann,Global
REN 2-1-21 Pos.screen GmbH - Global - Renewal Split,Maintenance REN Split,S507341,348.95,,997,1/12/2021,Rina Tann,Global
REN 2-1-21 Budde Marketing Systems Inc - Global - Renewal Split,Maintenance REN Split,S507339,385,,1100,1/12/2021,Rina Tann,Global
REN 2-23-21 Capsugel Belgium BVBA - Global - Renewal Split,Maintenance REN Split,S507765,1048.25,,2995,1/15/2021,Rina Tann,Global
"REN 2-2-21 Aphelion Soluciones Informáticas, S.L. - Global - Renewal Split",Maintenance REN Split,S507809,1048.25,,2995,1/15/2021,Rina Tann,Global
"REN 2-4-21 Stellar Technology Solutions, LLC - Global - Renewal Split",Maintenance REN Split,S507797,1050,,3000,1/15/2021,Rina Tann,Global
REN 2-23-21 Aviita Est. - Global - Renewal Split,Maintenance REN Split,S507826,1398.25,,3995,1/15/2021,Rina Tann,Global
"REN 2-7-21 Imaging Office Systems, Inc. - Global - Renewal Split",Maintenance REN Split,S507599,875,,2500,1/15/2021,Rina Tann,Global
"REN 2-22-21 Cirrus Tech, Inc  - Global - Renewal Split",Maintenance REN Split,S507769,1050,,3000,1/15/2021,Rina Tann,Global
REN 2-3-21 Rapid Micro Biosystems - Global - Renewal Split,Maintenance REN Split,S507820,1750,,5000,1/15/2021,Rina Tann,Global
REN 2-3-21 L'Oasi s.a -Renewal Split,Maintenance REN Split,S507822,383.25,,1095,1/15/2021,Rina Tann,Global
REN 2-1-21 Advance Computing - Global - Renewal Split,Maintenance REN Split,S507818,700,,2000,1/15/2021,Rina Tann,Global
REN 2-24-21 MHW Industrial Automation Sdn. Bhd. - Global - Renewal Split,Maintenance REN Split,S507806,525,,1500,1/15/2021,Rina Tann,Global
REN 2-24-21 Buchi Labortechnik - Global - Renewal Split,Maintenance REN Split,S507813,2100,,6000,1/15/2021,Rina Tann,Global
REN 2-25-21 Turnkey Computer Systems  -  Global - Renewal Split,Maintenance REN Split,S507829,700,,2000,1/15/2021,Rina Tann,Global
REN 2-3-21 Vizor Limited - Global - Renewal Split,Maintenance REN Split,S507824,1750,,5000,1/15/2021,Rina Tann,Global
"REN 2-28-21 Marketing Alternatives, Inc. - Global - Renewal Split",Maintenance REN Split,S507827,1048.25,,2995,1/15/2021,Rina Tann,Global
REN 2-28-21 m2p-labs GmbH - Global - Renewal Split,Maintenance REN Split,S507823,1048.25,,2995,1/15/2021,Rina Tann,Global
REN 2-28-21 Ocean Insight - Global - Renewal Split,Maintenance REN Split,S507828,2450,,7000,1/15/2021,Rina Tann,Global
REN 2-21-21 RIGHT:POINT/ Fusion Education Grp - Global - renewal split,Maintenance REN Split,S509006,348.95,,997,1/15/2021,Rina Tann,Global
REN 2-28-21 Expeed Software - Global - Renewal Split,Maintenance REN Split,S507782,348.95,,997,1/18/2021,Rina Tann,Global
REN 2-17-21 Get There Holding B.V. - Global - Renewal Split,Maintenance REN Split,S507759,383.25,,1095,1/18/2021,Rina Tann,Global
REN 2-10-21 VISTATEC LIMITED - Global - Renewal Split,Maintenance REN Split,S507778,612.5,,1750,1/18/2021,Rina Tann,Global
REN 2-1-21 PalabraApps - Global - Renewal Split,Maintenance REN Split,S507814,3150,,9000,1/18/2021,Rina Tann,Global
REN 2-1-21 Pronamics Pty. Ltd. - Global - Renewal Split,Maintenance REN Split,S507775,735,,2100,1/18/2021,Rina Tann,Global
"REN 2-8-21 Stonemont Solutions, Inc. - Global - Renewal Split",CRR Contract REN,S507799,698.25,,1995,1/18/2021,Rina Tann,Global
REN 2-16-21 InfoSol Inc. - Global - Renewal Split,Maintenance REN Split,S507804,770,,2200,1/18/2021,Rina Tann,Global
REN 2-28-21 Logol Solutions Srl - Global - Renewal Split,Maintenance REN Split,S507842,1120,,3200,1/18/2021,Rina Tann,Global
REN 2-20-21 EBMS SOLUTIONS PRIVATE LIMITED - Global - Renewal Split,Maintenance REN Split,S507845,700,,2000,1/18/2021,Rina Tann,Global
REN 2-19-21 Wachter (CR Contact Only) - Global - Renewal Split,Maintenance REN Split,S507773,1398.25,,3995,1/18/2021,Rina Tann,Global
REN 2-12-21 Fimasoft - Global - Renewal Split,Maintenance REN Split,S507807,525,,1500,1/18/2021,Rina Tann,Global
REN 2-11-21 Konnect Net Ltd - Global - Renewal Split,Maintenance REN Split,S507760,1575,,4500,1/18/2021,Rina Tann,Global
REN 2-22-21 Schusta & Stieler Organisationsberatung GmbH & Co. KG - Global - Renewal Split,Maintenance REN Split,S507751,630,,1800,1/18/2021,Rina Tann,Global
REN 2-19-21 ConeTec - Global - Renewal Split,Maintenance REN Split,S507766,525,,1500,1/18/2021,Rina Tann,Global
REN 2-23-21 Opsec security - Global - Renewal Split,Maintenance REN Split,S507835,1155,,3300,1/18/2021,Rina Tann,Global
"REN 2-25-21 Keto A.I., Inc - Global (Flutter Only) - Renewal Split",Maintenance REN Split,S507841,348.25,,995,1/18/2021,Rina Tann,Global
REN 2-22-21 Navtor AS - Global - Renewal Split,Maintenance REN Split,S507844,1365,,3900,1/18/2021,Rina Tann,Global
REN 2-1-21 CYGEST  -  Global - Renewal Split,Maintenance REN Split,S507830,875,,2500,1/18/2021,Rina Tann,Global
REN 2-16-21 JATO Dynamics Limited  -  Global - Renewal Split,Maintenance REN Split,S507848,6123.25,,17495,1/18/2021,Rina Tann,Global
REN 2-17-21 Medford Water Commission - Global - Renewal Split,Maintenance REN Split,S507847,348.95,,997,1/18/2021,Rina Tann,Global
REN 2-16-21 TEKENABLE IRELAND LIMITED - Global - Renewal Split,Maintenance REN Split,S507753,1575,,4500,1/18/2021,Rina Tann,Global
REN  2-11-21 Cooper Investors - Global - Renewal Split,CRR Contract REN,S507763,787.5,,2250,1/18/2021,Rina Tann,Global
"REN 2-13-21 Midnite Dynamics, Inc. - Global - Renewal Split",Maintenance REN Split,S507913,525,,1500,1/19/2021,Rina Tann,Global
REN 2-03-21 TADS - Global - Renewal Split,Maintenance REN Split,S507911,1400,,4000,1/19/2021,Rina Tann,Global
REN 2-15-21 Nvoicepay Inc. - Global - Renewal Split,Maintenance REN Split,S507915,1398.25,,3995,1/19/2021,Rina Tann,Global
REN 2-28-21 Vog App Developement - Global - Renewal Split,Maintenance REN Split,S507908,1748.25,,4995,1/19/2021,Rina Tann,Global
REN 2-5-21 Sintel - Global - Renewal Split,Maintenance REN Split,S507971,1048.25,,2995,1/20/2021,Rina Tann,Global
REN 2-21-21 Remec AG - Global- Renewal Split,Maintenance REN Split,S507969,1750,,5000,1/20/2021,Rina Tann,Global
"REN 2-23-21 Horizon Business Services, Inc  -  Global - Renewal Split",Maintenance REN Split,S507983,1398.25,,3995,1/20/2021,Rina Tann,Global
REN 2-16-21 NEX AG - Global - Renewal Split,Maintenance REN Split,S507970,1048.25,,2995,1/20/2021,Rina Tann,Global
REN 2-9-21 Aristocrat Technologies Inc - Global- Renewal Split,Maintenance REN Split,S507978,12250,,35000,1/20/2021,Rina Tann,Global
REN 2-28-21 Inventure IT - Global - Renewal Split,Maintenance REN Split,S508101,1538.25,,4395,1/21/2021,Rina Tann,Global
REN 2-28-21 BIRCHAM ANALYTICS LIMITED - Global - Renewal Split,Maintenance REN Split,S508088,348.25,,995,1/21/2021,Rina Tann,Global
REN 2-18-21 MatrixCare - Global - Renewal Split,Maintenance REN Split,S508078,7700,,22000,1/21/2021,Rina Tann,Global
REN 2-20-21 CCL Technology Solutions Ltd. - Global-Renewal Split,Maintenance REN Split,S508151,1048.25,,2995,1/21/2021,Rina Tann,Global
REN 2-14-21 ACC Consumer Finance LLC - Global-Renewal Split,Maintenance REN Split,S508146,698.25,,1995,1/21/2021,Rina Tann,Global
"REN 2-28-21 ITI4DMV - Intellectual Technology, Inc. - Global-Renewal Split",Maintenance REN Split,S508130,4200,,12000,1/21/2021,Rina Tann,Global
REN 2-16-21 Symphony Fintech Solutions Pvt. Ltd. - Global-Renewal Split,Maintenance REN Split,S508150,698.25,,1995,1/21/2021,Rina Tann,Global
REN 2-27-21 Schneider Electric - Global- Renewal Split,Maintenance REN Split,S508072,183750,,525000,1/21/2021,Rina Tann,Global
"REN 2-17-21 Digital Control, Incorporated - Global-Renewal Split",Maintenance REN Split,S508137,3498.25,,9995,1/21/2021,Rina Tann,Global
REN 2-28-21 GxpManager - Global - Renewal Split,Maintenance REN Split,S508086,2100,,6000,1/21/2021,Rina Tann,Global
REN 2-1-21 Planifi - Global-Renewal Split,Maintenance REN Split,S508203,698.25,,1995,1/22/2021,Rina Tann,Global
REN 2-1-21 Transaver (Global Logistics) - Global-Renewal Split,Maintenance REN Split,S508223,1398.25,,3995,1/22/2021,Rina Tann,Global
REN 2-15-21 BizPortal - Global-Renewal Split,Maintenance REN Split,S508220,945,,2700,1/22/2021,Rina Tann,Global
REN 2-22-21 Visiativ Software - Global-Renewal Split,Maintenance REN Split,S508227,875,,2500,1/22/2021,Rina Tann,Global
REN 2-08-21 Punto Ticket - Global - Renewal Split,Maintenance REN Split,S508190,1384.25,,3955,1/22/2021,Rina Tann,Global
REN 2-8-21 ValueLab Spa - Global-Renewal Split,Maintenance REN Split,S508226,1048.25,,2995,1/22/2021,Rina Tann,Global
REN 2-15-21 ironworkers - Global - Renewal Split,Maintenance REN Split,S508200,1750,,5000,1/22/2021,Rina Tann,Global
"REN 2-18-21 VIDRALA, SA - Global - Renewal Split",Maintenance REN Split,S508194,1750,,5000,1/22/2021,Rina Tann,Global
REN 2-5-21 Atandra Energy Pvt Ltd - Global-Renewal Split,Maintenance REN Split,S508212,1050,,3000,1/22/2021,Rina Tann,Global
REN 2-16-21 Mitsui Bussan Commodities Ltd - 2 years  Global-Renewal Split,Maintenance REN Split,S508118,5600,,16000,1/24/2021,Rina Tann,Global
REN 2-15-21 Fix Flyer LLC - Global-Renewal Split,Maintenance REN Split,S508427,768.25,,2195,1/25/2021,Rina Tann,Global
REN 2-7-21 Fischer ComputerTechnik FCT AG - Global-Renewal Split,Maintenance REN Split,S508389,1748.25,,4995,1/25/2021,Rina Tann,Global
REN 2-15-21 The Advantage Software Company - Global-Renewal Split,Maintenance REN Split,S508394,1398.25,,4264.66,1/25/2021,Rina Tann,Global
REN 2-8-21 Tecnel srl - Global-Renewal Split,Maintenance REN Split,S508420,560,,1600,1/25/2021,Rina Tann,Global
REN 2-13-21 Solvusoft - 2 year  Global-Renewal Split,Maintenance REN Split,S508419,348.95,,997,1/25/2021,Rina Tann,Global
REN 2-16-21 Milbrook Proving Ground Ltd - Global-Renewal Split,Maintenance REN Split,S508499,933.82,,2668.05,1/26/2021,Rina Tann,Global
REN 3-2-21 Lane Council of Governments - Global-Renewal Split,Maintenance REN Split,S508603,175,,500,1/27/2021,Rina Tann,Global
REN 2-28-21 Freeport LNG - Global-Renewal Split,Maintenance REN Split,S508601,1048.25,,2995,1/27/2021,Rina Tann,Global
REN 3-06-21 softwarehelden GmbH & Co. KG - Global-Renewal Split,Maintenance REN Split,S508616,875,,2500,1/27/2021,Rina Tann,Global
REN 2-20-21 Bsoft Technology and Computer Services LLC - Global-Renewal Split,Maintenance REN Split,S508610,698.25,,1995,1/27/2021,Rina Tann,Global
REN 2-12-21 Ada County - Global-Rnewal Split,Maintenance REN Split,S508611,1328.34,,3795.25,1/27/2021,Rina Tann,Global
REN 1-30-21 Dymon Asia Capital (Singapore) Pte. Ltd. - Global-Renewal Split,Maintenance REN Split,S508693,1750,,5000,1/28/2021,Rina Tann,Global
REN 2-7-2021 GPRO Global Sdn Bhd - Global - Renewal Split,Maintenance REN Split,S508692,1050,,3000,1/28/2021,Rina Tann,Global
REN 2-1-21 International Flavors & Fragrances - Global-Renewal Split,Maintenance REN Split,S509025,5950,,17000,1/29/2021,Rina Tann,Global
REN 2-4-21 DATAMINE SOFTWARE LIMITED - Global-Renewal Split,Maintenance REN Split,S509021,5948.25,,16995,1/29/2021,Rina Tann,Global
"REN 1-29-21 Maxor National Pharmacy Services, LLC - Global-Renewal Split",Maintenance REN Split,S508787,3323.25,,9495,1/29/2021,Rina Tann,Global
REN 2-8-21 Atmos International Limited - Global - Renewal Split,Maintenance REN Split,S508799,873.25,,2495,1/29/2021,Rina Tann,Global
REN 2-7-21 EarthCheck - Global - Renewal Split,Maintenance REN Split,S508987,1680,,4800,1/31/2021,Rina Tann,Global
REN 2-1-21 Woodside Energy Ltd. - Global-Renewal Split,Maintenance REN Split,S509002,4200,,12000,1/31/2021,Rina Tann,Global
REN 1-19-21 Anterra Technology - GLOBAL LICENSE - Global-Renewal Split,Maintenance REN Split,S509135,700,,2000,2/2/2021,Rina Tann,Global
REN 3-1-21 Santa Cruz County - Global-Renewal Split,Maintenance REN Split,S509146,1050,,3000,2/2/2021,Rina Tann,Global
REN 3-27-21 EXAPT Systemtechnik GmbH - Global-Renewal Split,Maintenance REN Split,S509234,1102.5,,3150,2/3/2021,Rina Tann,Global
REN 3-1-21 Becomex Consulting - Global-Renewal Split,Maintenance REN Split,S509235,3499.98,,9999.96,2/3/2021,Rina Tann,Global
REN 3-8-21 Socket-IT Peak Solutions GmbH  -  Global-Renewal Split,Maintenance REN Split,S509324,383.25,,1095,2/4/2021,Rina Tann,Global
REN 3-1-21 Nettropolis AG - Global-Renewal Split,Maintenance REN Split,S509383,787.5,,2250,2/5/2021,Rina Tann,Global
REN 3-11-21 eWarrant Japan Securities K.K. - Global-Renewal Split,Maintenance REN Split,S509572,1398.25,,3995,2/8/2021,Rina Tann,Global
REN 3-30-21 GfK SE - Global-Renewal Split,Maintenance REN Split,S509552,4548.25,,12995,2/8/2021,Rina Tann,Global
REN 3-01-21 JAVRA Software B.V.  -  Global - Renewal Split,Maintenance REN Split,S509586,1398.25,,3995,2/8/2021,Rina Tann,Global
REN 3-29-21 Stella Group - Global-Renewal Split,Maintenance REN Split,S509641,315,,960.75,2/9/2021,Rina Tann,Global
REN 3-14-21  Midland Information Services/Elanders Americas - Global-Renewal Split,Maintenance REN Split,S509844,1925,,5500,2/11/2021,Rina Tann,Global
REN 3-31-21 BBT Software AG - 2 year Global-Renewal Split,Maintenance REN Split,S509832,3253.25,,9295,2/11/2021,Rina Tann,Global
REN 3-17-21 TSI - Totsys - Global-Renewal Split,Maintenance REN Split,S509827,383.25,,1095,2/11/2021,Rina Tann,Global
REN 3-8-21 PS Mobile srl - Global-Renewal Split,Maintenance REN Split,S509833,1295,,3700,2/11/2021,Rina Tann,Global
REN 3-11-21 BrightWork - Global-Renewal Split,Maintenance REN Split,S509892,1398.25,,3995,2/12/2021,Rina Tann,Global
REN 3-14-21 BIA - Global-Renewal Split,Maintenance REN Split,S510086,523.25,,1495,2/15/2021,Rina Tann,Global
REN 3-1-21 enso Software GmbH - 2 year Global-Renewal Split,Maintenance REN Split,S510071,348.95,,997,2/15/2021,Rina Tann,Global
REN 3-31-21 Safety io - Global-Renewal Split,Maintenance REN Split,S510089,4200,,12000,2/15/2021,Rina Tann,Global
REN 3-31-21 SOLIMAT - Global - Renewal Split,Maintenance REN Split,S510398,1153.25,,3295,2/15/2021,Rina Tann,Global
REN 3-1-21 Avia-Gis NV - Global - Renewal Split,Maintenance REN Split,S510947,1260,,3600,2/15/2021,Rina Tann,Global
REN 3-31-21 The Semex Alliance - Global-Renewal Split,Maintenance REN Split,S510167,1398.25,,3995,2/16/2021,Rina Tann,Global
REN 3-15-21 ForTec Medical Inc. - Global - Renewal Split,Maintenance REN Split,S511425,1050,,3000,2/16/2021,Rina Tann,Global
REN 3-1-21 TRB Technologies - Global-Renewal Split,Maintenance REN Split,S510165,1398.25,,3995,2/16/2021,Rina Tann,Global
"REN 3-31-21 Creative Gurus, LLC - Global-Renewal Split",Maintenance REN Split,S510277,348.25,,995,2/17/2021,Rina Tann,Global
REN 3-2-21 The Warehouse Limited - 2 year Global-Renewal Split,Maintenance REN Split,S510270,1750,,5000,2/17/2021,Rina Tann,Global
REN 3-31-21 iACTOR Software Development - 2 years Global-Renewal Split,Maintenance REN Split,S510252,348.25,,995,2/17/2021,Rina Tann,Global
REN 3-31-21 BlueCreek Software LC - 2 year  Global-Renewal Split,Maintenance REN Split,S510262,1398.25,,3995,2/17/2021,Rina Tann,Global
REN 3-31-21 TriMech Solutions - Global-Renewal Split,Maintenance REN Split,S510273,770,,2200,2/17/2021,Rina Tann,Global
REN 3-30-21 Niped Prevention BV  -  Global-Renewal Split,Maintenance REN Split,S510332,768.25,,2195,2/18/2021,Rina Tann,Global
REN 3-18-21 BIZSOFT PTY. LIMITED - Global-Renewal Split,Maintenance REN Split,S510400,385,,1100,2/18/2021,Rina Tann,Global
REN 3-31-21 Kansas City Web Programmers - Global-Renewal Split,Maintenance REN Split,S510350,348.95,,997,2/18/2021,Rina Tann,Global
REN 3-31-21 The Beck Group - Global - Renewal Split,Maintenance REN Split,S510323,700,,2000,2/18/2021,Rina Tann,Global
REN 3-3-21 Consova -  lobal - Renewal Split,Maintenance REN Split,S510333,1680,,4800,2/18/2021,Rina Tann,Global
REN 3-31-21 Etractive - Global-Renewal Split,Maintenance REN Split,S510356,348.25,,995,2/18/2021,Rina Tann,Global
REN 3-23-21 Perenso  -  Global - Renewal Split,Maintenance REN Split,S510320,768.25,,2195,2/18/2021,Rina Tann,Global
"REN 3-22-21 MicroFour, Inc. - Global-Renewal Split",Maintenance REN Split,S510405,875,,2500,2/18/2021,Rina Tann,Global
REN 3-31-21 Axco - Global-Renewal Split,Maintenance REN Split,S510368,1748.25,,4995,2/18/2021,Rina Tann,Global
REN 3-19-21 Relyon Solutions LLC - Global-Renewal Split,Maintenance REN Split,S510403,385,,1100,2/18/2021,Rina Tann,Global
REN 3-6-21 International Inspection - Global-Renewal Split,Maintenance REN Split,S510390,315,,900,2/18/2021,Rina Tann,Global
REN 3-15-21 MBW Inc - 2 year Global-Renewal Split,Maintenance REN Split,S510401,630,,1800,2/18/2021,Rina Tann,Global
REN 3-1-21 Enabling Limited  -  Global-Renewal Split,Maintenance REN Split,S510353,1400,,4000,2/18/2021,Rina Tann,Global
REN 3-15-21 FiveForty - Global - Renewal Split,CRR Contract REN,S510357,700,,2000,2/18/2021,Rina Tann,Global
REN 3-20-21 Logipax - Global-Renewal Split,Maintenance REN Split,S510387,348.25,,995,2/18/2021,Rina Tann,Global
REN 3-15-21 Trion Corporation - Global - Renewal Split,Maintenance REN Split,S510377,1050,,3000,2/18/2021,Rina Tann,Global
"REN 3-1-21 Ungerboeck Systems International, Inc. - Global-Renewal Split",Maintenance REN Split,S510342,2448.25,,6995,2/18/2021,Rina Tann,Global
"REN 3-24-21 Meetings & Events International, Inc. - Global-Renewal Split",Maintenance REN Split,S510344,4375,,12500,2/18/2021,Rina Tann,Global
REN 3-26-21 BI Excellence - Global - Renewal Split,Maintenance REN Split,S510367,348.25,,995,2/18/2021,Rina Tann,Global
REN 3-13-21 Elia System Operator SA-NV - Global-Renewal Split,Maintenance REN Split,S510487,7000,,20000,2/19/2021,Rina Tann,Global
REN 3-21-21 Cordel Norge AS-  System Konsult  -  Global-Renewal Split,Maintenance REN Split,S510478,1398.25,,3995,2/19/2021,Rina Tann,Global
REN 3-15-21 Interbiz Solutions LLP - 2 year Global-Renewal Split,Maintenance REN Split,S510494,348.25,,995,2/19/2021,Rina Tann,Global
REN 3-16-21 Safety Codes Councile - Global-Renewal Split,Maintenance REN Split,S510470,1258.25,,3595,2/19/2021,Rina Tann,Global
REN 3-14-21 EPIC engineering and consulting - Global-Renewal Split,Maintenance REN Split,S510509,1400,,4000,2/19/2021,Rina Tann,Global
REN 3-13-21 Quick Pivot - Global-Renewal Split,Maintenance REN Split,S510752,1398.25,,3995,2/22/2021,Rina Tann,Global
"REN 3-15-21 GT Software, Inc. - Global-Renewal Split",Maintenance REN Split,S510714,1048.25,,2995,2/22/2021,Rina Tann,Global
REN 3-15-21 Devinco AS  -  Global-Renewal Split,Maintenance REN Split,S510743,1050,,3000,2/22/2021,Rina Tann,Global
REN 3-30-21 Central Bank of Ireland - Global - Renewal Split,CRR Contract REN,S510745,7000,,20000,2/22/2021,Rina Tann,Global
REN  3-5-21 IceBubble ltd - Global - Renewal Split,Maintenance REN Split,S510709,348.25,,995,2/22/2021,Rina Tann,Global
"REN 3-24-21 Cibergestión, S.A. de C.V. - Global - Renewal Split",Maintenance REN Split,S510756,2100,,6000,2/22/2021,Rina Tann,Global
REN 3-19-21 LTech Pro - Global-Renewal Split,Maintenance REN Split,S510723,2100,,6000,2/22/2021,Rina Tann,Global
REN 3-31-21 Credit Suisse AG - Global-Renewal Split,Maintenance REN Split,S510757,101850,,291000,2/22/2021,Rina Tann,Global
REN 3-31-21 AVEVA Group plc - Global - Renewal Split,Maintenance REN Split,S510739,29400,,84000,2/22/2021,Rina Tann,Global
REN 3-31-21 UBS AG - Global-Renewal Split,Maintenance REN Split,S510734,131250,,375000,2/22/2021,Rina Tann,Global
REN 3-6-21 Causal Sarl - Global-Renewal Split,Maintenance REN Split,S510823,348.95,,997,2/23/2021,Rina Tann,Global
REN 12-31-20 Volpara Solutions Limited - 2 year  Global-Renewal Split,Maintenance REN Split,S510832,1048.25,,2995,2/23/2021,Rina Tann,Global
REN 3-1-21 Sybrin Systems - Global-Renewal Split,Maintenance REN Split,S510818,1048.25,,2995,2/23/2021,Rina Tann,Global
REN 3-1-21 Endian code GmbH - 2 year Global-Renewal Split,Maintenance REN Split,S510846,348.95,,997,2/23/2021,Rina Tann,Global
REN 3-31-21 Stemmons  -  Global-Renewal Split,Maintenance REN Split,S510852,3498.25,,9995,2/23/2021,Rina Tann,Global
REN 3-31-21 Ryman Healthcare Ltd - Global-Renewal Split,Maintenance REN Split,S510834,1748.25,,4995,2/23/2021,Rina Tann,Global
REN 3-31-21 2add - Global-Renewal Split,Maintenance REN Split,S510959,1048.25,,2995,2/24/2021,Rina Tann,Global
REN 3-17-21 Encontrol AG - 2 year Global-Renewal Split,Maintenance REN Split,S510962,2887.5,,8250,2/24/2021,Rina Tann,Global
REN 3-31-21 Fracttal SPA  -  Global-Renewal Split,Maintenance REN Split,S510950,698.25,,1995,2/24/2021,Rina Tann,Global
REN 3-1-21 Quirius - Global-Renewal Split,Maintenance REN Split,S510944,1400,,4000,2/24/2021,Rina Tann,Global
REN 3-16-21 DPD Deutschland GmbH  -  Global-Renewal Split,Maintenance REN Split,S510939,875,,2500,2/24/2021,Rina Tann,Global
REN 3-10-21 Infinite Developers  -  Global-Renewal Split,Maintenance REN Split,S510960,875,,2500,2/24/2021,Rina Tann,Global
REN 3-16-21 Velocity EHS - Global-Renewal Split,Maintenance REN Split,S511036,1958.6,,5596,2/25/2021,Rina Tann,Global
REN 3-24-21 Peel Hunt LLP  -  Global-Renewal Split,Maintenance REN Split,S511069,2310,,6600,2/25/2021,Rina Tann,Global
REN 3-24-21 Data Assessment Solutions GmbH - Global-Renewal Split,Maintenance REN Split,S511060,1048.25,,2995,2/25/2021,Rina Tann,Global
REN 3-27-21 IngSoft GmbH - Global - Renewal Split,Maintenance REN Split,S511013,1468.25,,4195,2/25/2021,Rina Tann,Global
REN 3-27-21  Stewart & Stevenson - Global - Renewal Split,Maintenance REN Split,S511164,2100,,6000,2/25/2021,Rina Tann,Global
REN 3-1-21 National Technical Systems - Global-Renewal Split,Maintenance REN Split,S511216,1398.25,,3995,2/26/2021,Rina Tann,Global
REN 3-15-21 Project Insight - Global - Renewal Split,Maintenance REN Split,S511428,1393,,3980,2/26/2021,Rina Tann,Global
REN 3-28-21 INGravure UG - Global-Renewal Split,Maintenance REN Split,S511480,1048.25,,2995,2/26/2021,Rina Tann,Global
REN 3-1-21 BeOne Stuttgart GmbH - Global-Renewal Split,Maintenance REN Split,S511455,2100,,6000,2/26/2021,Rina Tann,Global
REN 3-20-21 ARHIMEDES S.R.L. - Global-Renewal Split,Maintenance REN Split,S511161,174.56,,498.75,2/26/2021,Rina Tann,Global
REN 3-6-21 excense - Global-Renewal Split,Maintenance REN Split,S511200,1048.25,,2995,2/26/2021,Rina Tann,Global
REN 2-20-21 Senwes - Global - Renewal Split,Maintenance REN Split,S511449,7350,,21000,2/26/2021,Rina Tann,Global
REN 3-30-21 Ite Engineering - Global-Renewal Split,Maintenance REN Split,S511159,700,,2000,2/26/2021,Rina Tann,Global
