"Opportunity Name","Revenue Type","DT Order ID","Amount After Discount","Renewal Amount this Year","Total Invoice Amount","Close Date","Opportunity Owner","License Ordered"
"RENAPI - 1/21/2021 - ProjectSoft HK a.s.","CRR Retail Renewal","S509746","445.00","445.00","445.00","2/10/2021","Tara Ubbens","Retail - Other"
"REN 2/10/2021 Centredoc - Retail","CRR Retail Renewal","S509813","890.00","890.00","890.00","2/10/2021","Tara Ubbens","Retail - Other"
"W509757 REN 2/16/2021 Element Industrial Solutions Inc. - Retail","CRR Retail Renewal","W509757","445.00","445.00","445.00","2/10/2021","Tara Ubbens","Retail - Other"
"REN 2/15/2021 Integrityone Partners - Retail","CRR Retail Renewal","S509830","445.00","445.00","445.00","2/10/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/18/2021 - Pipeline Srl","CRR Retail Renewal","S509906","890.00","890.00","890.00","2/11/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/14/2021 - SMS Digital GmbH","CRR Retail Renewal","S509820","445.00","445.00","445.00","2/11/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/24/2021 - Smooth Fusion","CRR Retail Renewal","S509821","445.00","445.00","445.00","2/11/2021","Tara Ubbens","Retail - Other"
"REN 3/13/2021 G team sro - Retail","CRR Retail Renewal","S509909","445.00","445.00","445.00","2/11/2021","Tara Ubbens","Retail - Other"
"W509880 REN 2/24/2021 TQG Systemberatung GmbH - Retail","CRR Retail Renewal","W509880","445.00","445.00","445.00","2/12/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/24/2021 - SES Techcom Services","CRR Retail Renewal","S510192","890.00","890.00","890.00","2/15/2021","Tara Ubbens","Retail - Other"
"W510226 RENAPI - 1/30/2021 - Cambridge Business Initiatives","CRR Retail Renewal","W510226","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"W509292 - REN 2/6/2022 Beecher Carlson - File Format Subscription","CRR Retail Renewal","W509292","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 2/24/2021 28 Lightbulbs - Retail","CRR Retail Renewal","S510286","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 3/13/2021 DL Software - Retail","CRR Retail Renewal","S510339","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 2/21/2021 Cantaluppi & Hug AG - Retail","CRR Retail Renewal","S510394","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 1/30/2021 CNAO Foundation - Retail via ComponentSource","CRR Retail Renewal","C487172","222.50","222.50","222.50","2/17/2021","Tara Ubbens","Retail - Other"
"REN 2/25/2021 Genetic Performance Solutions LLC - Retail","CRR Retail Renewal","S510383","445.00","445.00","445.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 3/12/2021 Wick Buildings, LLC - Retail","CRR Retail Renewal","S510389","890.00","890.00","890.00","2/17/2021","Tara Ubbens","Retail - Other"
"REN 3/1/2021 Elliott Electric Supply - Retail","CRR Retail Renewal","S511045","890.00","890.00","890.00","2/17/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/31/2021 - Skillweb","CRR Retail Renewal","S510468","445.00","445.00","445.00","2/18/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/31/2021 - Open office pty ltd","CRR Retail Renewal","S510469","445.00","445.00","445.00","2/18/2021","Tara Ubbens","Retail - Other"
"W510378 RENAPI - 1/19/2021 - HUVRData","CRR Retail Renewal","W510378","445.00","445.00","445.00","2/18/2021","Tara Ubbens","Retail - Other"
"W510330 REN 3/11/2021 Eko sklad - Retail","CRR Retail Renewal","W510330","445.00","445.00","445.00","2/18/2021","Tara Ubbens","Retail - Other"
"W510312 REN 2/17/2021 Bill-X GmbH - Retail","CRR Retail Renewal","W510312","445.00","445.00","445.00","2/18/2021","Tara Ubbens","Retail - Other"
"W510379 REN 1/20/2022 HUVRData - Retail","CRR Retail Renewal","W510379","445.00","445.00","445.00","2/19/2021","Tara Ubbens","Retail - Other"
"REN 2/4/2021 The Lubrizol Corporation - Retail - CRR Split","CRR Retail Renewal","S510455","445.00","445.00","1440.00","2/19/2021","Tara Ubbens","Retail - Other"
"W510711 REN 2/5/2021 Meilleurtauxsolutions - Retail","CRR Retail Renewal","W510711","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/27/2021 - Notastic GmbH","CRR Retail Renewal","S510872","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"W510676 RENAPI - 1/31/2021 - Options Informatique","CRR Retail Renewal","W510676","1780.00","1780.00","1780.00","2/22/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/30/2021 - AutoNation via ComponentSource","CRR Retail Renewal","C487333","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/28/2021 - Ramboll","CRR Retail Renewal","S510873","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/28/2021 - Origo","CRR Retail Renewal","S510876","890.00","890.00","890.00","2/22/2021","Tara Ubbens","Retail - Other"
"W510732 REN 2/20/2021 Ramsey Solutions - Retail","CRR Retail Renewal","W510732","890.00","890.00","890.00","2/22/2021","Tara Ubbens","Retail - Other"
"REN 3/26/2021 Design Center, Inc - Retail","CRR Retail Renewal","S511059","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"REN 3/15/2021 D3 Intelligence LLC - Retail","CRR Retail Renewal","S510871","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"REN 2/18/2021 Individual Health Systems AS  - Retail","CRR Retail Renewal","S510874","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"RENAPI - 3/12/2021 - Gravic Inc. via ComponentSource","CRR Retail Renewal","C487925","445.00","445.00","445.00","2/23/2021","Tara Ubbens","Retail - Other"
"REN 2/21/2021 optengo - Retail","CRR Retail Renewal","S510875","445.00","445.00","445.00","2/23/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/7/2021 - Papiers White Birch","CRR Retail Renewal","S511033","445.00","445.00","445.00","2/24/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/28/2021 - Insight Investment","CRR Retail Renewal","S510969","890.00","890.00","890.00","2/24/2021","Tara Ubbens","Retail - Other"
"REN 2/25/2021 Porsche - Retail","CRR Retail Renewal","C487962","445.00","445.00","445.00","2/24/2021","Tara Ubbens","Retail - Other"
"W510911 REN 3/3/2021 pro aurum GmbH - Retail","CRR Retail Renewal","W510911","445.00","445.00","445.00","2/24/2021","Tara Ubbens","Retail - Other"
"W510915 REN 3/24/2021 pro aurum GmbH - Retail","CRR Retail Renewal","W510915","445.00","445.00","445.00","2/24/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/28/2021 - MYPOS Technologies Private limited","CRR Retail Renewal","S511133","445.00","445.00","445.00","2/25/2021","Tara Ubbens","Retail - Other"
"RENAPI - 3/23/2021 - Appion Inc.","CRR Retail Renewal","S511191","585.00","585.00","585.00","2/25/2021","Tara Ubbens","Retail - Other"
"REN 3/4/2021 Agidens International Nv - Retail","CRR Retail Renewal","S511198","445.00","445.00","445.00","2/25/2021","Tara Ubbens","Retail - Other"
"REN 3/29/2021 State of Louisiana - Retail","CRR Retail Renewal","S511177","890.00","890.00","890.00","2/25/2021","Tara Ubbens","Retail - Other"
"REN 3/11/2021 BTC Solutions Limited - Retail","CRR Retail Renewal","S511182","445.00","445.00","445.00","2/25/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/19/2021 - Swedish Maritime Administration","CRR Retail Renewal","S511236","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"RENAPI - 2/5/2021 - Wipro Gallagher Solutions, LLC","CRR Retail Renewal","S511381","2225.00","2225.00","2225.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 2/4/2021 Sensormate AG - Retail","CRR Retail Renewal","S511205","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/13/2021 Rimsys - Regulatory Management Software- Retail","CRR Retail Renewal","S511242","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 2-28-21 Trane Technologies","CRR Retail Renewal","S511380","890.00","890.00","890.00","2/26/2021","Tara Ubbens","Retail - Other"
"W511186 REN 3/6/2021 MAPLES FUND SERVICES - Retail","CRR Retail Renewal","W511186","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/7/2021 eProduct - Retail","CRR Retail Renewal","S511377","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/9/2021 Kennedy Jenks - Retail","CRR Retail Renewal","S511234","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/1/2021 IPG Photonics - Retail","CRR Retail Renewal","S511247","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/20/2021 Bit Informatica Srl - Retail","CRR Retail Renewal","S511241","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/6/2021 Sync-Line - Retail","CRR Retail Renewal","S511235","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/31/2021 Odyssey DCS - Retail","CRR Retail Renewal","S511232","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/2/2021 Omnext BV - Retail","CRR Retail Renewal","S511243","1335.00","1335.00","1335.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/13/2021 Don't Panic Labs - Retail","CRR Retail Renewal","S511248","890.00","890.00","890.00","2/26/2021","Tara Ubbens","Retail - Other"
"REN 3/31/2021 Wavetronix Llc - Retail","CRR Retail Renewal","S511245","445.00","445.00","445.00","2/26/2021","Tara Ubbens","Retail - Other"
"W511401 REN 3/16/2021 Synchro Marketing Australia Pty Limited  - Retail","CRR Retail Renewal","W511401","445.00","445.00","445.00","2/28/2021","Tara Ubbens","Retail - Other"
"W509662 RENAPI - 1/23/2021 - F&W Forestry Services, Inc","CRR Retail Renewal","W509662","445.00","445.00","445.00","2/9/2021","Tara Ubbens","Retail - Other"
"RENAPI - 1/23/2021 - American Recovery Services","CRR Retail Renewal","S510744","445.00","445.00","445.00","2/22/2021","Tara Ubbens","Retail - Other"
"REN 3/27/2021 Vital Soft - Retail","CRR Retail Renewal","S511190","445.00","445.00","445.00","2/25/2021","Tara Ubbens","Retail - Other"
